p e c dist
0.585011318960725 0.0830776025591301 3.90696851615181 0.646435074191208
0.716533570975865 0.531863036574491 1.61276099791087 0.526779237103843
0.170460757523101 0.419374247593402 1.32649905628066 0.728246408641751
0.868222230009774 0.891865684457777 1.11946869030646 0.714249226000358
0.806616679370692 0.762386079141948 1.18682874007826 0.513886821149133
0.504015778046908 0.0381738286325933 2.34121586497068 0.510195372830759
0.44997707518377 0.00174896771954528 5.14030117736938 0.511728375045977
0.636741852593827 0.213805149721882 2.24855846213627 0.515943199213688
0.284219225245159 0.183096774608786 1.55902029529347 0.520592683856846
0.388513162581881 0.079432646091711 2.96591782681595 0.580232739204602
0.457972115595228 0.0873304723434636 2.75088894918978 0.510893065172205
0.585234260446443 0.404229650927964 1.41937080524514 0.49833906970989
0.691055983635575 0.0885782323203285 2.27798951714317 0.519887717753904
0.530004899566936 0.544303827231069 1.9075797592703 0.500273106910505
0.736937031938076 0.0634417650908662 2.43792574713168 0.492881807762294
0.538803919905779 0.187872173773926 2.25147247023032 0.558492474239519
0.731853757676183 0.754326008786125 1.0605098564283 0.533491242038099
0.201869926905575 0.215526184761582 1.79320770504773 0.606162850861051
0.731196730087422 0.0413350721004324 2.38344605526213 0.48725299322863
0.175472397546547 0.602702671564622 1.40393553083319 0.480420120785562
0.264384745435397 0.13995770722868 1.80022230427365 0.506510513398417
0.38418718442766 0.817629625931616 2.06754717947478 0.478594944463237
0.265450714907652 0.0584025209470185 2.05750042447485 0.742473833494802
0.204142810589737 0.725142011861902 1.38514117418261 0.690887956289484
0.427542055779828 0.694658778830643 1.26596459840679 0.508831472390377
0.0566946123215578 0.695128759919362 1.25544754345794 0.538498708379712
0.33802002275219 0.0545365052008143 1.80861452541676 0.476081518518203
0.51008766933161 0.942733857936545 0.974666332794139 0.470487369374238
0.402137321616126 0.0268796368738546 2.38722796663565 0.482450465684586
0.196374103383291 0.659535128856403 1.19899967950429 0.588045406626811
0.633720966199683 0.125648468019219 1.81256296911815 0.537994026146145
0.655186612640824 0.268164188664958 2.60316900966914 0.512410523752467
0.187699990323512 0.397782306530022 1.45244071888274 0.589772667843039
0.370021662355778 0.770322238961075 1.15442230252817 0.493027861525234
0.816972075657511 0.147838176661949 2.07634154906124 0.505599481379564
0.474367023087899 0.727268677255632 1.35262800971442 0.474162239913883
0.381252570903574 0.559747055739393 1.76280574968849 0.508956245154102
0.296453572977129 0.362511689866001 2.76534534857304 0.506059369731906
0.38737011765369 0.80485236403927 1.37910871626192 0.479830240345681
0.541898461733636 0.294369789406855 2.16663734252532 0.475364618919912
0.731628843535101 0.337148224015664 2.10122932232904 0.472273409543305
0.312091814074979 0.348700139126985 1.28753144652277 0.644623724884906
0.407555946926215 0.0116692159640001 2.94437684561408 0.552383229172057
0.462682814740826 0.171961616428316 2.59319634440238 0.490813969099354
0.140676249031299 0.975944438126887 1.04613292645136 0.526561452832838
0.435309020618822 0.0707545219113874 2.52228065293975 0.525834718315171
0.513073168792864 0.182590056058261 3.14222617791358 0.532078118482257
0.741811403249138 0.113304271115636 2.31690660109256 0.712515047908708
0.566935816323662 0.028618312298242 3.95272568884134 0.515818372980269
0.756522813747941 0.480769133860556 1.35812555772078 0.608521170029965
0.6321798574813 0.11191844853189 2.42659945304717 0.483634222020745
0.280469580838861 0.914223620508603 1.15889397829991 0.503928480378864
0.565084883628625 0.231004422417733 1.18923375154645 0.498137612008207
0.309051532237271 0.212301753172436 2.54374528167601 0.493215804905114
0.300494939218457 0.316874562536781 2.28416038621807 0.48220625295965
0.871110682989389 0.846266764379971 1.08895452629336 0.556588147651146
0.98795951341164 0.925008940434074 0.883732901974422 0.526315040338789
0.39779788791297 0.231121608018799 1.80625212820577 0.477305299500172
0.32837861876492 0.135990572559899 2.02282263248136 0.478715576303418
0.267469640120167 0.893462623250527 1.17895827773828 0.48119209581025
0.385721728763993 0.035092905300832 2.6693249880183 0.649563505109956
0.720246081672136 0.338595094867838 1.88847095686541 0.528711194902833
0.280066349268039 0.382733791481361 1.76109072642026 0.713557393055041
0.312265288993453 0.15638011040401 2.01520765895121 0.483560937073251
0.284135001785899 0.124490702460818 1.63321238629771 0.507756296623052
0.879334712636725 0.946521679040338 0.903319901476915 0.574093168030932
0.683837190225863 0.622242814962053 1.78471083576636 0.491756664772003
0.340414752606891 0.726424933169394 1.52580348417258 0.481964722176754
0.227744062162088 0.375797891191934 1.40473148009359 0.475257303401967
0.681823383057373 0.0755850013505246 4.20637458401264 0.518324708960885
0.727594979068731 0.610134983764368 1.93231139656283 0.87506743200039
0.382093435413705 0.0748182878032602 2.25049512045894 0.488295578291534
0.78934567360679 0.273179336611632 2.12484905537736 0.554363978180961
0.802516991955159 0.430777600855888 1.62166263210646 0.938327305023519
0.482485373722086 0.238692409404607 2.0946185967239 0.538503824041336
0.793260853502733 0.598821982379348 1.30781795148676 0.634148554456277
0.331392035406914 0.18796340572875 2.22437399296707 0.560251885900234
0.414130213985846 0.268422451873827 2.6874342701946 0.556258980098354
0.621115004247358 0.749948707567335 1.33195428706214 0.546298810281137
0.587391107793123 0.0400122720907763 2.0703860742176 0.476640841356108
0.406896204585899 0.1858608508625 2.21917781886151 0.514859909962947
0.451031938965138 0.22508465955332 1.91929688242558 0.490731700750232
0.795241989892233 0.746700873462648 1.31352406838565 0.89185996992736
0.412441820790174 0.864048950775224 1.08846300900379 0.505452935657918
0.392032946389189 0.0214915765214152 2.90041996153871 0.639853750785169
0.57211932337204 0.711521825461942 1.73099780072999 0.495157304902007
0.183568506001741 0.633250735611955 1.42291024235518 0.69615778099489
0.698834772345928 0.321586205347109 2.406179602336 0.532184057256079
0.548463017997273 0.470954899460144 1.51521672190217 0.538009239334251
0.353998581315055 0.377738448455666 1.83736413382689 0.532987281854852
0.710579866568632 0.799313698908359 1.58643345181467 0.540159143222118
0.180514617024696 0.968468399818518 0.892574223194242 0.502474967765979
0.578809194302585 0.252702385674264 1.8639784183314 0.502841798003236
0.300996445359449 0.0627905874450279 1.60634571107111 0.601040259518842
0.546092753774946 0.394702274373447 1.61395905971784 0.533841409500831
0.617095095522594 0.180520285412204 2.26020079877539 0.55684871037337
0.336860378722355 0.0906420551579133 1.70498244555333 0.517374971845049
0.778742681591925 0.321254873851283 2.07212995718254 0.621256776683564
0.340374317260122 0.866406872193314 1.58204623919954 0.473111501632558
0.351274254014864 0.0638008843674178 2.39349356407578 0.535696230300774
0.763707876495057 0.177699916296872 1.44256745204134 0.518133687109469
0.653488085073147 0.319579334141804 1.9350381435819 0.488445063470812
0.651633114891957 0.952310944961336 1.37125096986966 0.546865155409855
0.302687749595249 0.228704089042694 1.96410745113998 0.707309302695556
0.381844741037994 0.153986683582387 2.28645382046146 0.526612854979591
0.745895347710983 0.305923286269569 1.45072496075686 0.480019779235843
0.690728327860195 0.428072206852925 2.0905780005378 0.50792929111674
0.43337820964005 0.625511337970506 1.57100678121841 0.480873415361061
0.363579827517414 0.215740832640881 1.70831581953026 0.478759093490852
0.348422438136344 0.0352616525910037 2.48943192808032 0.500523364984653
0.263719225996986 0.0183127050870456 2.37476133521743 0.484545340562107
0.750453927995912 0.0592975170787749 2.08431441762291 0.676773622172913
0.451428097476329 0.213673832767178 2.10759646342768 0.538630645126091
0.437135799639879 0.0737568351702009 2.41385397544988 0.494670648577882
0.236161789500882 0.864842901693195 1.24757497883015 0.499191609635265
0.37362837029518 0.00937266730950297 2.46777698233878 0.537702383479449
0.420904923267925 0.925531308974443 1.57852967534189 0.528674738476476
0.541597782327908 0.0977550780200143 2.37302958669447 0.587388239116243
0.714568648079981 0.720226892090346 1.11617951417364 0.552023798340206
0.587165975094029 0.400137956499153 1.67038131593575 0.500823030451129
0.501310436162161 0.0948676605050849 1.68795482344727 0.54328985990066
0.406601914407103 0.0308306537148462 3.55884013462374 0.489934606280268
0.417120921271925 0.409931459013599 1.86231002681686 0.502660404584933
0.523564229322688 0.0125260736096813 2.33113612291966 0.566136489470151
0.51957439351118 0.0722932765071287 2.30842803181618 0.527137455405595
0.774833091346988 0.59789759243472 1.36121861577932 0.491775551970633
0.413937534770269 0.686688076770886 1.34064158197595 0.486955701036253
0.653839588564093 0.127594439834971 2.60213669932236 0.509110410448299
0.536639214938916 0.375123723195166 1.97190468924534 0.514831736456802
0.628411520500249 0.203014701918554 2.88363168250146 0.519920269794968
0.691119026988023 0.0286729368094592 3.56899663487414 0.69963597554847
0.624872885336638 0.0213591506155296 2.2609610355273 0.474249662728296
0.66324996634738 0.21451263095638 1.45168277420954 0.56882522457502
0.508769756029862 0.908169626919828 1.82633300990986 0.495497947675614
0.749665852691714 0.313653638635499 1.87776254339984 0.5055206957579
0.442744113305826 0.741442692047284 1.30574849780374 0.497354595525332
0.251521229939819 0.845974638479971 1.73987851490096 0.555555977037935
0.599832398284019 0.0861868566685137 1.93800039148429 0.645484346873774
0.494088624307068 0.126221923633552 2.07873386650034 0.580501030047738
0.309921445755584 0.148858218348407 2.73945283755231 0.491665160907356
0.764482403471569 0.463993907827988 1.29727840104682 0.619177304938657
0.412277885563751 0.00585950070636218 4.24569183736709 0.490432476120004
0.705913386808604 0.0725871382915027 2.72202571108542 0.510009525147688
0.690077848630033 0.387563535951142 1.4675801398112 0.524959926007899
0.530536624795905 0.660097452560793 1.52697910428222 0.495017846580253
0.540384614035373 0.517816211100742 1.41771260654804 0.525475250970024
0.469457486621438 0.0147488856082323 2.83624625438052 0.510019192971328
0.643662835123032 0.11653005175981 2.6642661857888 0.480789999661676
0.887539561078778 0.179288163570781 1.6182924412295 0.485680533071884
0.723997208815244 0.113069721180232 2.42089739189744 0.651631042627561
0.649892781022675 0.0272277105285719 2.06092151115228 0.479771804546014
0.377290041974516 0.930278103173676 1.5026278102117 0.471914005790521
0.572527107530959 0.222396362247149 2.08771530824174 0.508536007445149
0.254266337631099 0.355824891119312 1.82953457113811 0.472253503206684
0.651049906774288 0.0772060601452747 2.03069996102498 0.537753365311368
0.568318482783811 0.311153186655683 2.0452248340783 0.498850157205608
0.106319340747563 0.731948707389603 1.00429132109163 0.526985907242546
0.670919184087428 0.844395569681606 1.20846046218906 0.489106244664853
0.558059442381806 0.00512932043118233 3.92358434538495 0.641850858026848
0.422298696135738 0.760464856619154 1.54020805837586 0.493913609443316
0.343752297496987 0.541365812111798 1.3324922570325 0.489020552745204
0.243926469387369 0.46089751321537 1.54522016364487 0.486836692345694
0.787184063982771 0.344242419822004 1.34637932201105 0.6062189004045
0.561643469657119 0.102999890108165 2.50442634317152 0.520651987144823
